mikkokuk;;0;
majinkyu;;0;
kumiko;;0;
manilove;;0;
marble;;0;
marchen;;0;
marchenp;;0;
marinebs;;0;
mariridx;;0;
martlage;;0;
mastmon2;;0;
mayumi;;0;
megalo;;0;
mercury;;0;
metaleye;;0;
metalsig;;0;
mclown;;0;
midgarts;;0;
mightmag;;0;
milktime;;0;
mirage;;0;
misty1;;0;
misty2;;0;
misty3;;0;
misty4;;0;
misty5;;0;
misty6;;0;
misty7;;0;
gundamco;;0;
momo;;0;
mooncrst;;0;
moonligt;;0;
mooncrys;;0;
moritas2;;0;
motos;;0;
mrdo;;0;
valis2;;0;
valis2d;;0;
myeyes;;0;
myeyesa;;0;
naious;;0;
namachuk;;0;
namcovgm;;0;
nectaris;;0;
nejishik;;0;
nejishikd;;0;
nekdodge;;0;
neksoccr;;0;
nemesis;;0;
nemesisd;;0;
neurgear;;0;
n3dgaugu;;0;
n3dg8lak;;0;
tnzs;;0;
nicoll;;0;
nikoniko;;0;
noah;;0;
noblemnd;;0;
nobubufu;;0;
nobuhao;;0;
nobuseng;;0;
nobuzenk;;0;
nost1907;;0;
ohpai;;0;
okumanch;;0;
olteus2;;0;
oedohanj;;0;
orangeib;;0;
ougonras;;0;
overtake;;0;
pacland;;0;
pacmania;;0;
pachinko;;0;
parodius;;0;
parodiusd;;0;
purplcat;;0;
purplct3;;0;
purupuru;;0;
phalanx;;0;
phantas3;;0;
phantas4;;0;
pias;;0;
pbpinbal;;0;
pinky1;;0;
pinkypon;;0;
pinkypn2;;0;
pinkypn3;;0;
pipedrem;;0;
pipyan;;0;
pitapat;;0;
ponyon;;0;
populous;;0;
populus2;;0;
populopl;;0;
pleague;;0;
pmonger;;0;
premium;;0;
premium2;;0;
present;;0;
present2;;0;
prettydl;;0;
ppersia;;0;
princess;;0;
prosoccr;;0;
prostudg;;0;
ptennwc;;0;
proyak;;0;
prodmang;;0;
profmjg;;0;
puppetsh;;0;
puyopuyo;;0;
puyopuyod;;0;
puzznic;;0;
quarters;;0;
quarth;;0;
quenduel;;0;
quintia;;0;
quizbanc;;0;
quiztori;;0;
rcrobotc;;0;
rcrobot2;;0;
rcrobot3;;0;
rcrobot4;;0;
rtype;;0;
rance3;;0;
raygun;;0;
reichsr;;0;
reinforc;;0;
relics;;0;
review;;0;
rtishtar;;0;
ringmst;;0;
ringmst2;;0;
tanba;;0;
risinsun;;0;
rogueall;;0;
rouge;;0;
royalbld;;0;
runewort;;0;
ryunaki;;0;
ryukyu;;0;
sabnack;;0;
salamand;;0;
sangoku;;0;
sangoku3;;0;
saori;;0;
saotome;;0;
saotome2;;0;
sap;;0;
schwarzs;;0;
scorpius;;0;
sekakimi;;0;
shanghai;;0;
shanghaiod;;0;
shangh2;;0;
shangh2d;;0;
shangrli;;0;
shangr2;;0;
shangr2s;;0;
shootrng;;0;
shoot68k;;0;
shogisei;;0;
shojoden;;0;
shflpuck;;0;
signchou;;0;
silentmb;;0;
simant;;0;
simcity;;1;
simcitycd2;;0;
simcitycd1;;0;
simcityed;;0;
simcitylog;;0;
simearth;;0;
slimyer;;0;
softhard;;0;
softhrd2;;0;
solfeace;;0;
soniclnk;;0;
sotsugyo;;0;
sotsugym;;0;
sokoperf;;0;
cannonsg;;0;
sharrier;;0;
spcrogue;;0;
spindiz2;;0;
spindiz2d;;0;
squarers;;0;
scruiser;;0;
starfrce;;0;
starlust;;0;
starmobl;;0;
startrad;;0;
starwars;;0;
starship;;0;
strawdsn;;0;
sf2ce;;0;
strider;;0;
suikoden;;0;
superdps;;0;
supdaisn;;0;
supdaisnmc;;0;
supdaisnpk;;0;
shangon;;1;Back layer pen issues.
slasvegs;;0;
slasveg2;;0;
sshangh;;0;
srmp23;;0;
srmp4;;0;
ssf2;;0;
ssf2a;;0;
sweetang;;0;
sweetemo;;0;
syvalion;;0;
tdf;;0;
taiheiyo;;0;
taikoris;;0;
teiketsu;;0;
telenetm;;0;
tenkatou;;0;
tenkatoud;;0;
tenkyuh;;0;
tenkyusp;;0;
tenshinr;;0;
tenshi3r;;0;
tensh3bh;;0;
tenshi4;;0;
tenshi6;;0;
tessera;;0;
tetris;;0;
thanatos;;0;
thrice;;0;
tblade;;0;
tf2;;0;
tf2d;;0;
tokimecb;;0;
tokyojs1;;0;
tokyojs2;;0;
bakkonst;;0;
bakkons2;;0;
toshinto;;0;
toshintoh;;0;
trilogyk;;0;
tricornf;;0;
tsukagag;;0;
tunnelst;;0;
twilight;;0;
twiligh3;;0;
twiligh4;;0;
twinbee;;0;
usvball;;0;
ujincol;;0;
funnybee;;0;
ukbusin;;0;
ultima4;;0;
ultima5;;0;
ultima6;;0;
urotsuki;;0;
vampireh;;0;
versnag;;0;
viewpoin;;0;
viperv6t;;0;
viperv8t;;0;
willdeng;;0;
warning;;0;
wings;;0;
winpost;;0;
wordwort;;0;
worldgl3;;0;
savagemp;;0;
wrestan3;;0;
wrestans;;0;
xak;;0;
xenon2;;0;
xevious;;0;
xeviousd;;0;
xna;;0;
yajiuma;;0;
yajiuma90;;0;
yamikets;;0;
yamiket2;;0;
yaritai1;;0;
yaritai2;;0;
yesterd;;0;
yorutens;;0;
yojuclub;;0;
yojuclb2;;0;
yoju2048;;0;
ys;;0;
ys3;;0;
zan;;0;
zansc1;;0;
zansc2;;0;
zark;;0;
zavas;;0;
zenkaidn;;0;
abunaten;;0;
cresmoon;;0;
dps;;0;
dpssg;;0;
dpssg2;;0;
dpssg3;;0;
rance;;0;
rance2;;0;
pacman;;0;
human68k;;0;
human68ka;;0;
human68kb;;0;
human68k_301;;0;
human68k_301a;;0;
human68k_301b;;0;
human68k_202;;0;
human68k_201;;0;
human68k_20x;;0;
sxwin31;;0;
sxwin31a;;0;
sxwin30;;0;
sxwin20;;0;
sxwin10;;0;
sxwkkit;;0;
os9;;0;
os9cpro;;0;
kowindow;;0;
kowinap1;;0;
kowinap2;;0;
kowinap3;;0;
kowinap4;;0;
backpama;;0;
backppro;;0;
backupp1;;0;
business;;0;
ccompilr;;0;
ccompilr210;;0;
ccompilr200;;0;
ctrace;;0;
canvas;;0;
canvasgl1;;0;
canvasgl2;;0;
cardpro;;0;
cdrom;;0;
communic;;0;
physicn;;0;
copyaid;;0;
cybrnote;;0;
cyclone;;0;
cyclonea;;0;
des;;0;
easydraw;;0;
easypnt;;0;
ewword;;0;
expansfdo;;0;
expansfd;;0;
fcalc;;0;
fcardgt;;0;
filem1g;;0;
filem2g;;0;
filem3g;;0;
filem4g;;0;
filem5g;;0;
filem6g;;0;
filem7g;;0;
filemst100;;0;
filemst100a;;0;
filemst110;;0;
filemst110a;;0;
filemst;;0;
fileprof;;0;
final;;0;
fixer100;;0;
fixer;;0;
formul68;;0;
easygfxt;;0;
gyopicha;;0;
honyakuh;;0;
hostpro;;0;
hotfile1;;0;
hotfile5;;0;
hotfile6;;0;
hotfile7;;0;
hyperudv;;0;
hyperwor;;0;
itekomas;;0;
kamikaze;;0;
kiss;;0;
konetjk1;;0;
konetjk2;;0;
lzd;;0;
lzh;;0;
magicpal;;0;
matier10;;0;
matier20;;0;
matier;;0;
messiah;;0;
mu1;;0;
multiwrd;;0;
musicpro;;0;
musicmid;;0;
musicstd;;0;
necodemo;;0;
newprint;;0;
newprintgl1;;0;
newprintgl2;;0;
newprintgc;;0;
newprnt2;;0;
nihonwp;;0;
pattern;;0;
personal;;0;
polyphon;;0;
prism68k;;0;
sampling;;0;
scsiutil;;0;
soundpro;;0;
spritedt;;0;
statnary;;0;
ssurgeon;;0;
teleport;;0;
terazzos;;0;
termin;;0;
termin2;;0;
toystool;;0;
twincp1;;0;
twincp10;;0;
wetpaint;;0;
wetpain2;;0;
wetpain3;;0;
windex;;0;
x68kcoll;;0;
x68kcolla;;0;
x68kace;;0;
x68kacea;;0;
x68kdev;;0;
x68kfree;;0;
x68klibc;;0;
x68lscan;;0;
x68mlang;;0;
x68ktex;;0;
xbas2c;;0;
zpro68kv1;;0;
zpro68kv2;;0;
zpro68k;;0;
zxvi68k;;0;
triphodc;;0;
sion;;0;
sion2;;0;
sion4;;0;
brain31;;0;
brain32;;0;
brain33;;0;
brain34;;0;
brain35;;0;
carrot8;;0;
carrot9;;0;
carrot11;;0;
carrot13;;0;
carrot14;;0;
carrot15;;0;
carrot16;;0;
carrot18;;0;
elfgraf;;0;
dennocbi;;0;
dennocc1;;0;
dennocc2;;0;
dennocc3;;0;
dennocji;;0;
dennocjn;;0;
dennoc01;;0;
dennoc02;;0;
dennoc03;;0;
dennoc04;;0;
dennoc05;;0;
dennoc06;;0;
dennoc07;;0;
dennoc08;;0;
dennoc09;;0;
dennoc10;;0;
dennoc11;;0;
dennoc12;;0;
dennoc13;;0;
dennoc14;;0;
dennoc15;;0;
dennoc16;;0;
dennoc17;;0;
dennoc18;;0;
dennoc19;;0;
dennoc20;;0;
dennoc21;;0;
dennoc22;;0;
dennoc23;;0;
dennoc24;;0;
dennoc25;;0;
dennoc26;;0;
dennoc27;;0;
dennoc28;;0;
dennoc29;;0;
dennoc30;;0;
dennoc31;;0;
dennoc32;;0;
dennoc33;;0;
dennoc34;;0;
dennoc35;;0;
dennoc36;;0;
dennoc37;;0;
dennoc38;;0;
dennoc39;;0;
dennoc40;;0;
dennoc41;;0;
dennoc42;;0;
dennoc43;;0;
dennoc44;;0;
dennoc45;;0;
dennoc46;;0;
dennoc47;;0;
dennoc48;;0;
dennoc49;;0;
dennoc50;;0;
dennoc51;;0;
dennoc52;;0;
dennoc53;;0;
dennoc54;;0;
dennoc55;;0;
dennoc56;;0;
dennoc57;;0;
dennoc58;;0;
dennoc59;;0;
dennoc60;;0;
dennoc61;;0;
dennoc62;;0;
dennoc63;;0;
dennoc64;;0;
dennoc65;;0;
dennoc66;;0;
dennoc67;;0;
dennoc68;;0;
dennoc69;;0;
dennoc70;;0;
dennoc71;;0;
dennoc72;;0;
dennoc73;;0;
dennoc74;;0;
dennoc75;;0;
dennoc76;;0;
dennoc77;;0;
dennoc78;;0;
dennoc79;;0;
dennoc80;;0;
dennoc81;;0;
dennoc82;;0;
dennoc83;;0;
dennoc84;;0;
dennoc85;;0;
dennoc86;;0;
dennoc87;;0;
dennoc88;;0;
dennoc89;;0;
dennoc90;;0;
dennoc91;;0;
dennoc92;;0;
dennoc93;;0;
dennoc95;;0;
elrinda1;;0;
finalm21;;0;
finalm27;;0;
hayabusa;;0;
ohxzmus1;;0;
ohxzmus1a;;0;
ohxzmus2;;0;
ohxzmus2a;;0;
ohxs10;;0;
ohx9006;;0;
ohx9006a;;0;
ohx9105;;0;
ohx9105a;;0;
ohx91xx;;0;
ohx9206;;0;
ohx9206a;;0;
ohx9207;;0;
ohx9310;;0;
ohx9403;;0;
ohx9405;;0;
ohx9407;;0;
ohx9410;;0;
ohx9410a;;0;
ohx9412;;0;
ohx9412a;;0;
ohx9505;;0;
ohx9508;;0;
ohx9512;;0;
sennots1;;0;
sennotmt;;0;
tokkan3;;0;
unform91;;0;
unformtj;;0;
unformat;;0;
unformsj;;0;
yippee1;;0;
yippee2;;0;
3danhen;;0;
cybrmiss;;0;
deltaarm;;0;
fly;;0;
galseed;;0;
japan213;;0;
ohootsuk;;0;
scarlet1;;0;
3meka;;0;
37degc;;0;
ajine;;0;
aahime;;0;
abuten;;0;
accheat;;0;
actshoot;;0;
advland;;0;
advland2;;0;
advland2a;;0;
aikoku;;0;
airhork;;0;
akazucha;;0;
akazucc;;0;
akazukin;;0;
alfarne;;0;
amamori;;0;
amegame;;0;
amheroes;;0;
amheroesa;;0;
andromed;;0;
angeldiv;;0;
anmira;;0;
anzufly;;0;
arianshu;;0;
rumikqz;;0;
rumikqz2;;0;
ams2;;0;
ruhappy;;0;
arsia;;0;
artemisd;;0;
arururu;;0;
astqueen;;0;
asteroid;;0;
asteroi2;;0;
atennis;;0;
ayachan;;0;
bpoint;;0;
babafgt2;;0;
babel;;0;
babeltou;;0;
badroad;;0;
bakamed;;0;
bakaniki;;0;
bakukeid;;0;
bakudanm;;0;
bakuyugi;;0;
balonfgt;;0;
bf92ce;;0;
bf92bang;;0;
bf92;;0;
baribar3;;0;
bbknuckl;;0;
batlcity;;0;
btlgame;;0;
btlmania;;0;
btlunit;;0;
btlunit2;;0;
bslfght000;;0;
bslfght;;0;
bsmnfght210;;0;
bsmnfght;;0;
slrmnkdk;;0;
slrmntia;;0;
bssmnfgt;;0;
bssmnfgx;;0;
sailrv3p;;0;
sailrv5p;;0;
sailrvf3;;0;
sailrv2;;0;
skirt1;;0;
skirt2;;0;
skirt3;;0;
biyoyonc;;0;
blanka;;0;
bleedout;;0;
blindspt;;0;
bljack2;;0;
blockout;;0;
blocksto;;0;
bluwaver;;0;
bluwing2;;0;
bm68;;0;
bodhidh2;;0;
bodhidha030;;0;
bodhidha;;0;
bombmand;;0;
bonnou2;;0;
bonnou2d;;0;
bonnoumu;;0;
bottoro2;;0;
boynboyn;;0;
boyoyon;;0;
breakdwn;;0;
breed;;0;
butarian;;0;
butasanq;;0;
conz;;0;
captcolr;;0;
caterpi;;0;
cavecrwd;;0;
celcion;;0;
celia;;0;
celiad;;0;
chachafv;;0;
chachafv100;;0;
chami;;0;
chaosang;;0;
chijou;;0;
chikyugi;;0;
chottohn;;0;
chotmswp;;0;
choubaku;;0;
chorensa;;0;
chorensa045;;0;
chorensa035;;0;
chorensa010;;0;
circusx2;;0;
citycon;;0;
clayshot;;0;
clearlap;;0;
sailorq;;0;
columnsg;;0;
columnsm;;0;
cmdxray;;0;
cosmopzl;;0;
cosmopzlm;;0;
crarrow;;0;
xfireex;;0;
cryoku;;0;
cryokud;;0;
crystwr;;0;
cubegrd3;;0;
cylips;;0;
cybrfld;;0;
cybrrpg;;0;
cynthia;;0;
daifugou;;0;
daikon;;0;
daisn2ue;;0;
dmgfgh2p;;0;
dancexp;;0;
dangarea;;0;
dariball;;0;
darius;;0;
dariusdt;;0;
dariuse;;0;
darkcstl;;0;
dastard;;0;
datsugok;;0;
dccard;;0;
deathf2;;0;
deepscak;;0;
deepscan;;0;
deep;;0;
degon;;0;
demslay;;0;
demslay2;;0;
demslay3;;0;
dennogak;;0;
desperad011;;0;
desperad;;0;
devilinv;;0;
devilch;;0;
devilch2;;0;
diamexp;;0;
diamexp2;;0;
digdugd;;0;
limnoama;;0;
dion;;0;
directx;;0;
discoscr;;0;
disk7fmv;;0;
disk8fmv;;0;
disk9fmv;;0;
diveon2d;;0;
diveon;;0;
diveond;;0;
diver;;0;
dofmoria;;0;
dogfight;;0;
dokiaman;;0;
doordoor;;0;
doridor;;0;
dorix;;0;
dbltargt;;0;
drasan;;0;
drorima;;0;
dslayer;;0;
dragonx;;0;
drgnprov;;0;
dquest100;;0;
dquest;;0;
drnksmok;;0;
drnksmod;;0;
duelfgh2;;0;
duelfght;;0;
dungseek;;0;
dynamics;;0;
eeledit;;0;
eff;;0;
elfcg;;0;
elrinda2;;0;
erionqst;;0;
excitbik;;0;
ezoris;;0;
fastlap;;0;
famass;;0;
fancyqix;;0;
fantsht;;0;
farewell;;0;
fevrie;;0;
fifteen1;;0;
fifteen2;;0;
fifteen3;;0;
fifteen4;;0;
fifteen5;;0;
fifteen6;;0;
fifteen7;;0;
fire;;0;
firia;;0;
1stblow;;0;
fcrisis;;0;
fmaindsh;;0;
fmission;;0;
fmissio2;;0;
flmwing;;0;
flmdart;;0;
fleur;;0;
flipflop;;0;
flipull;;0;
flyshoot;;0;
formulax;;0;
formxt;;0;
formxy;;0;
fortatk;;0;
fortyone;;0;
fourfall;;0;
fourfallu;;0;
frapull;;0;
frayd;;0;
friskytm;;0;
frog;;0;
frogger;;0;
froggero;;0;
fushigid;;0;
gaiafght;;0;
gaiarm;;0;
gakutosh;;0;
galagad;;0;
galaxian;;0;
galaxia2;;0;
galax68k;;0;
galwars;;0;
galmind2;;0;
gamex;;0;
ganpaich;;0;
gardislg;;0;
gardisli202;;0;
gardisli202a;;0;
gawar;;0;
gedou;;0;
gedouret;;0;
gekkan5;;0;
gemdrop;;0;
getready;;0;
getsumen;;0;
gigafght;;0;
glacierd;;0;
glacier;;0;
godblazn;;0;
gokiburi;;0;
grobda;;0;
grobdam;;0;
guardian;;0;
guardans;;0;
gyaos;;0;
htdash;;0;
hakobune;;0;
halfmind;;0;
halfmnd2;;0;
hanakoi;;0;
hanaiko;;0;
hatenkou;;0;
hazard;;0;
hrtsaph;;0;
hnkyo68k;;0;
heiankyo;;0;
hellhoun;;0;
helmet;;0;
herohero;;0;
heroher4;;0;
heroher6;;0;
heroher8;;0;
hetzer;;0;
hextris;;0;
heysay;;0;
heysay010;;0;
higesori;;0;
highlow;;0;
highpos;;0;
himegas;;0;
hiroshi;;0;
hiroshi2;;0;
hyuusha;;0;
hitomiza;;0;
hitomizaa;;0;
hitton;;0;
hoippuru;;0;
horiume;;0;
horror;;0;
hotjump;;0;
hotjumpo;;0;
htjewel;;0;
hvrcraft;;0;
hydlide;;0;
hydlide2;;0;
ikablade;;0;
ikkakutc;;0;
ilmlaser;;0;
imazoman;;0;
iinoyama;;0;
integral;;0;
intropro;;0;
jaleckex;;0;
jammes;;0;
jankencb;;0;
jastis;;0;
jeena;;0;
jotei1;;0;
jotei2;;0;
jotei3;;0;
jotei4;;0;
jumpsimn;;0;
junkerpr;;0;
kachofug;;0;
kaisengd;;0;
kaizoku;;0;
kankyoss;;0;
karouden;;0;
karoudensd;;0;
karoudensds;;0;
karoudenhd;;0;
karoudsp;;0;
kateikyo;;0;
kateiky2;;0;
kawaisou;;0;
kax;;0;
kikoyosa202;;0;
kikoyosa;;0;
kingou2;;0;
kisehazu;;0;
kishikai;;0;
klaxpm;;0;
knightar;;0;
knightmk;;0;
koma;;0;
korakora;;0;
korette;;0;
kosogens;;0;
kukeisf;;0;
kurukuru;;0;
kyarukan;;0;
kyunkyun;;0;
kyunkyu2;;0;
ksgikadv;;0;
lamp;;0;
lastpic2;;0;
lasttemp;;0;
laydock;;0;
leshies;;0;
levelpnta;;0;
levelpnt;;0;
lexus2;;0;
libblerd;;0;
libblerd1;;0;
libblerd2;;0;
liberty;;0;
limeligt;;0;
lilchin;;0;
lilchind;;0;
lilchinf;;0;
lockon;;0;
lockon2;;0;
lockon3;;0;
ldrun;;0;
ldrun1;;0;
longnigt;;0;
lot3;;0;
lumchan;;0;
lumchank;;0;
lunafant;;0;
luster;;0;
lyricalp;;0;
macross;;0;
madgear;;0;
magery;;0;
magery2;;0;
magery3;;0;
mageryot;;0;
magcrash;;0;
magritte;;0;
mjtengok;;0;
mahokuni;;0;
mahousen;;0;
majohall;;0;
mappy1;;0;
mappy2;;0;
marblmag;;0;
marblpan;;0;
marblrevt;;0;
marblrv2;;0;
marblrev;;0;
mario;;0;
marmalad;;0;
marss;;0;
peepshot;;0;
mcha;;0;
menosakk;;0;
jangken;;0;
megamipn;;0;
memobrkn;;0;
metlunit;;0;
metluni2;;0;
meteowrs;;0;
mikkunl;;0;
millisht;;0;
minami;;0;
miragerw;;0;
missile3;;0;
missile2;;0;
missile1;;0;
missile1a;;0;
missadlt;;0;
mogu1990;;0;
mogura;;0;
mokonasp;;0;
mokonas;;0;
moloq;;0;
momotaro;;0;
momogaid;;0;
momotar2;;0;
monmonss;;0;
monmons2;;0;
monmons3;;0;
monmonsx;;0;
moneyh;;0;
monstpan;;0;
moria;;0;
moritan;;0;
mouichid;;0;
mysteryh;;0;
nageyari;;0;
naniwa2;;0;
naniwa;;0;
naniwa3;;0;
nmfire;;0;
nasakemf;;0;
nazors;;0;
nemes93;;0;
nemes94;;0;
nervbj;;0;
newbokow;;0;
nicejan;;0;
nininbtl;;0;
nininbtla;;0;
nisedqv;;0;
nishitet;;0;
norikotb;;0;
noutendn;;0;
nova;;0;
nyankosw;;0;
ohhajiki;;0;
oraorabl;;0;
oraorabl1;;0;
orashoot;;0;
origames;;0;
ossandot;;0;
otokodam;;0;
ougonbut;;0;
overdriv;;0;
pacmanit;;0;
pacmand;;0;
pacmen;;0;
pachisur51;;0;
pachisur;;0;
paikouka;;0;
paroran212;;0;
paroran;;0;
parsec305;;0;
parsec;;0;
prtaxiom;;0;
paruru;;0;
patariro;;0;
penjang;;0;
pensancd;;0;
pentaris;;0;
peshipzl;;0;
peshipz2;;0;
phoenixq;;0;
pinball1;;0;
pizzabst;;0;
plantinv;;0;
plesea;;0;
putiplin;;0;
putiplina;;0;
putiplinb;;0;
pokersis;;0;
pole2win;;0;
popcard;;0;
popjack;;0;
porolith;;0;
porttowr;;0;
potton;;0;
powerrac;;0;
poyopoyo;;0;
princenp;;0;
prinbing;;0;
princros;;0;
profit;;0;
projdhn1;;0;
projdhn2;;0;
projdhn3;;0;
projmoon;;0;
prostit;;0;
proth68k;;0;
fassbust;;0;
psycharr;;0;
puchipuc;;0;
puninces;;0;
pushbon;;0;
pushbona;;0;
puzzle;;0;
puzzle15;;0;
questqst;;0;
questlnd;;0;
quieazm2;;0;
quieazum;;0;
quieazmd;;0;
quizbocc;;0;
quizcult;;0;
quizpon;;0;
quizfght;;0;
quizjan;;0;
quizjigo;;0;
quizjock;;0;
quizmang;;0;
quizsnip;;0;
rplusr;;0;
