0.000107000,IC86.D.IN,107
0.000108000,IC86.D.IN,108
0.000109000,IC86.D.IN,109
0.000110000,IC86.D.IN,110
0.000111000,IC86.D.IN,111
0.000112000,IC86.D.IN,112
0.000113000,IC86.D.IN,113
0.000114000,IC86.D.IN,114
0.000115000,IC86.D.IN,115
0.000116000,IC86.D.IN,116
0.000117000,IC86.D.IN,117
0.000118000,IC86.D.IN,118
0.000119000,IC86.D.IN,119
0.000120000,IC86.D.IN,120
0.000121000,IC86.D.IN,121
0.000122000,IC86.D.IN,122
0.000123000,IC86.D.IN,123
0.000124000,IC86.D.IN,124
0.000125000,IC86.D.IN,125
0.000126000,IC86.D.IN,126
0.000127000,IC86.D.IN,127
0.000128000,IC86.D.IN,128
0.000129000,IC86.D.IN,129
0.000130000,IC86.D.IN,130
0.000131000,IC86.D.IN,131
0.000132000,IC86.D.IN,132
0.000133000,IC86.D.IN,133
0.000134000,IC86.D.IN,134
0.000135000,IC86.D.IN,135
0.000136000,IC86.D.IN,136
0.000137000,IC86.D.IN,137
0.000138000,IC86.D.IN,138
0.000139000,IC86.D.IN,139
0.000140000,IC86.D.IN,140
0.000141000,IC86.D.IN,141
0.000142000,IC86.D.IN,142
0.000143000,IC86.D.IN,143
0.000144000,IC86.D.IN,144
0.000145000,IC86.D.IN,145
0.000146000,IC86.D.IN,146
0.000147000,IC86.D.IN,147
0.000148000,IC86.D.IN,148
0.000149000,IC86.D.IN,149
0.000150000,IC86.D.IN,150
0.000151000,IC86.D.IN,151
0.000152000,IC86.D.IN,152
0.000153000,IC86.D.IN,153
0.000154000,IC86.D.IN,154
0.000155000,IC86.D.IN,155
0.000156000,IC86.D.IN,156
0.000157000,IC86.D.IN,157
0.000158000,IC86.D.IN,158
0.000159000,IC86.D.IN,159
0.000160000,IC86.D.IN,160
0.000161000,IC86.D.IN,161
0.000162000,IC86.D.IN,162
0.000163000,IC86.D.IN,163
0.000164000,IC86.D.IN,164
0.000165000,IC86.D.IN,165
0.000166000,IC86.D.IN,166
0.000167000,IC86.D.IN,167
0.000168000,IC86.D.IN,168
0.000169000,IC86.D.IN,169
0.000170000,IC86.D.IN,170
0.000171000,IC86.D.IN,171
0.000172000,IC86.D.IN,172
0.000173000,IC86.D.IN,173
0.000174000,IC86.D.IN,174
0.000175000,IC86.D.IN,175
0.000176000,IC86.D.IN,176
0.000177000,IC86.D.IN,177
0.000178000,IC86.D.IN,178
0.000179000,IC86.D.IN,179
0.000180000,IC86.D.IN,180
0.000181000,IC86.D.IN,181
0.000182000,IC86.D.IN,182
0.000183000,IC86.D.IN,183
0.000184000,IC86.D.IN,184
0.000185000,IC86.D.IN,185
0.000186000,IC86.D.IN,186
0.000187000,IC86.D.IN,187
0.000188000,IC86.D.IN,188
0.000189000,IC86.D.IN,189
0.000190000,IC86.D.IN,190
0.000191000,IC86.D.IN,191
0.000192000,IC86.D.IN,192
0.000193000,IC86.D.IN,193
0.000194000,IC86.D.IN,194
0.000195000,IC86.D.IN,195
0.000196000,IC86.D.IN,196
0.000197000,IC86.D.IN,197
0.000198000,IC86.D.IN,198
0.000199000,IC86.D.IN,199
0.000200000,IC86.D.IN,200
0.000201000,IC86.D.IN,201
0.000202000,IC86.D.IN,202
0.000203000,IC86.D.IN,203
0.000204000,IC86.D.IN,204
0.000205000,IC86.D.IN,205
0.000206000,IC86.D.IN,206
0.000207000,IC86.D.IN,207
0.000208000,IC86.D.IN,208
0.000209000,IC86.D.IN,209
0.000210000,IC86.D.IN,210
0.000211000,IC86.D.IN,211
0.000212000,IC86.D.IN,212
0.000213000,IC86.D.IN,213
0.000214000,IC86.D.IN,214
0.000215000,IC86.D.IN,215
0.000216000,IC86.D.IN,216
0.000217000,IC86.D.IN,217
0.000218000,IC86.D.IN,218
0.000219000,IC86.D.IN,219
0.000220000,IC86.D.IN,220
0.000221000,IC86.D.IN,221
0.000222000,IC86.D.IN,222
0.000223000,IC86.D.IN,223
0.000224000,IC86.D.IN,224
0.000225000,IC86.D.IN,225
0.000226000,IC86.D.IN,226
0.000227000,IC86.D.IN,227
0.000228000,IC86.D.IN,228
0.000229000,IC86.D.IN,229
0.000230000,IC86.D.IN,230
0.000231000,IC86.D.IN,231
0.000232000,IC86.D.IN,232
0.000233000,IC86.D.IN,233
0.000234000,IC86.D.IN,234
0.000235000,IC86.D.IN,235
0.000236000,IC86.D.IN,236
0.000237000,IC86.D.IN,237
0.000238000,IC86.D.IN,238
0.000239000,IC86.D.IN,239
0.000240000,IC86.D.IN,240
0.000241000,IC86.D.IN,241
0.000242000,IC86.D.IN,242
0.000243000,IC86.D.IN,243
0.000244000,IC86.D.IN,244
0.000245000,IC86.D.IN,245
0.000246000,IC86.D.IN,246
0.000247000,IC86.D.IN,247
0.000248000,IC86.D.IN,248
0.000249000,IC86.D.IN,249
0.000250000,IC86.D.IN,250
0.000251000,IC86.D.IN,251
0.000252000,IC86.D.IN,252
0.000253000,IC86.D.IN,253
0.000254000,IC86.D.IN,254
0.000255000,IC86.D.IN,255
